Consortium	name	library:numSubjects	library:dataCategory.itemsType	library:dataCategory.items	library:datatype.itemsType	library:datatype.items	library:dataUseRestriction	library:indication	study_accession	library:datasetName	library:datasetVersion	library:datasetDescription	library:datasetOwner	library:datasetCustodian	library:datasetDepositor	library:contactEmail	library:institute.itemsType	library:institute.items	library:primaryDiseaseSite	library:primaryDiseaseSite	library:reference	library:dataFileFormats.itemsType	library:dataFileFormats.items	library:technology.itemsType	library:technology.items	library:studyDesign	library:ethnicity.itemsType	library:ethnicity.items	library:cohortCountry	library:requiresExternalApproval	library:lmsvn	library:dulvn	library:discoverableByGroups.itemsType	library:discoverableByGroups.items	tag:tags.itemsType	tag:tags.items	library:DS	library:HMB	library:NMDS	library:NCU	library:NPU	library:NCTRL	library:GRU	library:RS-PD	library:IRB	library:RS-G	library:NAGR	library:DS_URL.itemsType	library:DS_URL.items	library:DS.itemsType	library:orsp	library:dataAccessInstructions	referenceData_hg38_known_indels_sites_VCFs.itemsType	referenceData_hg38_known_indels_sites_VCFs.items	referenceData_hg38_ref_fasta	referenceData_hg38_ref_alt	referenceData_hg38_ref_amb	referenceData_hg38_axiomPoly_resource_vcf_index	referenceData_hg38_ref_fasta_index	referenceData_hg38_mills_resource_vcf	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf	referenceData_hg38_dbsnp_vcf_index	referenceData_hg38_known_indels_sites_indices.itemsType	referenceData_hg38_known_indels_sites_indices.items	referenceData_hg38_one_thoUnited Statesnd_genomes_resource_vcf_index	referenceData_hg38_call_interval_list	referenceData_hg38_ref_dict	referenceData_hg38_dbsnp_vcf	referenceData_hg38_mills_resource_vcf_index	referenceData_hg38_ref_sa	referenceData_hg38_hapmap_resource_vcf_index	referenceData_hg38_hapmap_resource_vcf	referenceData_hg38_omni_resource_vcf_index	referenceData_hg38_axiomPoly_resource_vcf	referenceData_hg38_eval_interval_list	referenceData_hg38_omni_resource_vcf	referenceData_hg38_scattered_calling_intervals_list	referenceData_hg38_unpadded_intervals_file	referenceData_hg38_ref_pac	referenceData_hg38_ref_bwt	referenceData_hg38_ref_ann	diseaseOntologyLabel	indication	reference	datasetCustodian	datasetVersion	projectName	datasetDescription	dulvn	useLimitationOption	NPU	RS-PD	dataUseRestriction	numSubjects	datasetOwner	tags	published	datasetName	technology	discoverableByGroups	NCU	RS-G	IRB	requiresExternalApproval	studyDesign	NAGR	contactEmail	datasetDepositor	datatype	dataCategory	NMDS	NCTRL	GRU	HMB	diseaseOntologyID	dataFileFormats	genome_fasta_index	sample_attributes	subject_phenotypes	transcripts_gtf	genome_fasta_dict	genes_gtf	vcf_index	genome_fasta	vcf_file	lmsvn	rnaseq_genome_fasta_index	rnaseq_genome_fasta	rnaseq_genome_fasta_dict
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_BioVu_WGS	624	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	HMB-GSO	coronary artery disease	phs001873	BioVU	1	The National Human Genome Research Institute (NHGRI) has funded the Centers for Common Disease Genomics (CCDG), a collaborative large-scale genome sequencing effort to comprehensively identify rare risk and protective variants contributing to common disease phenotypes, and to better understand the general principles of genomic architecture underlying common, complex inherited diseases. This study contains variant calls derived from the whole genome sequence data of participants from Vanderbilt University Medical Center's BioVU DNA repository. dbGaP study ID: phs001873	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	African-American	United States	FALSE	6	4	AttributeValue	all_broad-users			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_Brazil-CVD_WGS	3608	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-IRB-MDS	coronary artery disease	registration pending	Sao Paulo Brazil Cohort	1	Center for Common Disease Genomics (CCDG) - Cardiovascular: Early Onset Coronary Artery Disease in Sao Paolo Brazil Cohort dbGaP registration pending	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	Latino	Brazil	TRUE	6	4	AttributeValue	all_broad-users			TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_Cleveland_WGS	348	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-CAD-IRB-COL-NPU	coronary artery disease	phs001871	Cleveland Clinic	1	This study contains variant calls derived from the whole genome sequence data of an early-onset coronary artery disease case-control cohort collected by the Cleveland Clinic. Case status was assigned based on the presence of myocardial infarction, coronary artery stenosis greater than 70% in at least one coronary artery, and/or revascularization (coronary angioplasty with or without stent placement or coronary artery bypass grafting) at an early age. For these samples, "early age" is defined as men 60 years of age or younger and women 70 years of age or younger. dbGaP study ID: phs001871	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	African-American	United States	TRUE	6	4	AttributeValue	all_broad-users			TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_Corogene_WGS	547	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-CAD-PUB-MDS	coronary artery disease	registration pending	Corogene	1	Center for Common Disease Genomics (CCDG)-Cardiovascular: Corogene Cohort dbGaP registration pending	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case study	AttributeValue	Finnish	Finland	FALSE	6	4	AttributeValue	all_broad-users			TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_Duke_WGS	1051	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-CVD-IRB	heart and blood vessel disease	phs001506	CATHGEN	1	The National Human Genome Research Institute (NHGRI) has funded the Centers for Common Disease Genomics (CCDG), a collaborative large-scale genome sequencing effort to comprehensively identify rare risk and protective variants contributing to multiple common disease phenotypes and to better understand the general principles of genomic architecture underlying common, complex inherited diseases. This study of early onset cardiovascular disease and metabolic risk contains data derived from whole genome sequence data of individuals participating in the CATHGEN Research Project at Duke University Medical Center. The CATHGEN project is a resource for the investigation of genes associated with coronary heart disease and related disorders ( http://dmpi.duke.edu/cathgen. dbGaP study ID: phs001506	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	African-American	United States	TRUE	6	4	AttributeValue	all_broad-users			TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_Emerge_WGS	277	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-IRB	coronary artery disease	phs001913	eMERGE	1	This study contains variant calls derived from the whole genome sequence data of an early-onset coronary artery disease case-control cohort selected from the NUgene Project biobank at Northwestern University. Case status was assigned based on the presence of myocardial infarction, coronary artery stenosis greater than 70% in at least one coronary artery, and/or revascularization (coronary angioplasty with or without stent placement or coronary artery bypass grafting) at an early age. In this study "early age" is defined as men 60 years of age or younger and women 70 years of age or younger. dbGaP study ID: phs001913	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	African-American	United States	TRUE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_Emory_WGS	430	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-NPU	coronary artery disease	phs001880	Emory	1	This study contains variant calls derived from the whole genome sequence data of an early-onset coronary artery disease case-control cohort selected from Emory University Cardiovascular Biobank. Case status was assigned based on the presence of myocardial infarction, coronary artery stenosis greater than 70% in at least one coronary artery, and/or revascularization (coronary angioplasty with or without stent placement or coronary artery bypass grafting) at an early age. For these samples "early age" is defined as men 60 years of age or younger and women 70 years of age or younger. The National Human Genome Research Institute (NHGRI) has funded the Centers for Common Disease Genomics (CCDG), a collaborative large-scale genome sequencing effort to comprehensively identify rare risk and protective variants contributing to common disease phenotypes and to better understand the general principles of genomic architecture underlying common, complex inherited diseases. dbGaP study ID: phs001880	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	African-American	United States	FALSE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_Eufam_WGS	87	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-LMC-IRB	coronary artery disease	registration pending	EUFAM	1	Center for Common Disease Genomics (CCDG)-Cardiovascular: EUFAM Cohort dbGaP registration pending	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	N/A	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	case study	AttributeValue	Finnish	Finland	TRUE	6	4	AttributeValue	all_broad-users			TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_Finland-CHD_WGS	155	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-IRB-NPU	coronary artery disease	registration pending	Kuopio	1	Center for Common Disease Genomics (CCDG)-Cardiovascular: Kuopio Early Onset Coronary Family Study Cohort dbGaP registration pending	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	case study	AttributeValue	Finnish	Finland	TRUE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_Harvard-Costa-Rica_WGS	3088	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	DS-CVDRF	cardiovascular disease and risk factors	phs002282	Harvard - Costa Rican Heart Study	1	Center for Common Disease Genomics (CCDG)-Cardiovascular: Harvard Gene-Diet Interaction in a Costa Rican Cohort study information pending. dbGaP study ID: phs002282	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	Latino	Costa Rica	FALSE	6	4	AttributeValue	all_broad-users			TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_Indiana_WGS	1175	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU	coronary artery disease	registration pending	Indiana Biobank	1	Center for Common Disease Genomics (CCDG) - Cardiovascular: Indiana Biobank Cohort dbGaP registration pending	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	African-American	United States	FALSE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_Kanazawa_WGS	273	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	HMB-NPU	cardiovascular disease	registration pending	Kanazawa	1	Centers for Common Disease Genomics (CCDG): Early Onset Coronary Artery Disease - Kanazawa University cohort dbGaP registration pending	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	East Asian	Japan	FALSE	6	4	AttributeValue	all_broad-users			FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_Wisconsin_WGS	84	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-IRB-COL	coronary artery disease	registration pending	Medical College of Wisconsin	1	Center for Common Disease Genomics (CCDG) - Cardiovascular: Medical College of Wisconsin Cohort dbGaP registration pending	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	African-American **is this the cohort for which phenotypes cannot be shared?	United States	TRUE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_MultiEthnic_WGS	7319	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	HMB-PUB	coronary artery disease	registration pending	MEC	1	Center for Common Disease Genomics (CCDG) - Cardiovascular: Multiethnic Cohort dbGaP registration pending	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	Afrcan-American, East Asian, Latino, Caucasian, Hawaiian	United States	FALSE	6	4	AttributeValue	all_broad-users			FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE																																																																																		
CCDG	AnVIL_CCDG_WashU_CVD_EOCAD_METSIM_WGS	9477	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU-IRB-NPU	coronary artery disease	phs001579	METSIM	1	METSIM (METabolic Syndrome In Men) Study contains variant calls derived from the whole genome data of more than 1200 participants in the METSIM study, a study of the factors associated with type 2 diabetes, cardiovascular disease and insulin-resistance-related traits. The study comprises a randomly selected cross-section of men aged 45 to 73 from the Eastern Finland town of Kuopio. dbGaP study ID: phs001579	Nathan Stitziel	NHGRI	Niel Das, Joanne Nelson	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	heart	CCDG CVD	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	Finnish	Finland	TRUE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE																																																																																		
PAGE	AnVIL_PAGE_MEC_GRU_WGS	70	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU	population	phs000220	MEC	1	Within the PAGE investigation, the Multi-Ethnic Cohort (MEC) proposes to study: 1) diseases for which we have DNA available for large numbers of cases and controls (breast, prostate, and colorectal cancer, diabetes, and obesity); 2) important cancers that are less common (e.g., lung, pancreas, endometrial cancers, NHL) but for which we propose to pool our data with other funded groups; 3) common traits that are risk factors for these diseases (e.g., body mass index/weight, waist-to-hip ratio, height) and 4) relevant disease-associated biomarkers (e.g., fasting insulin and lipids, steroid hormones). The specific aims are: 1) To determine the population-based epidemiologic profile (allele frequency, main effect, heterogeneity by disease characteristics) of putative causal variants in the five racial/ethnic groups in the MEC; 2) for variants displaying effect heterogeneity across ethnic/racial groups, we will utilize differences in LD to identify a more complete spectrum of associated variants at these loci; 3) investigate gene x gene and gene x environment interactions to identify modifiers; 4) examine the associations of putative causal variants with already measured intermediate phenotypes (e.g., plasma insulin, lipids, steroid hormones); and 5) for variants that do not fall within known genes, start to investigate their relationships with gene expression and epigenetic patterns in small genomic studies. dbGaP study ID: phs000220. This study is part of the Population Architecture using Genomics and Epidemiology (PAGE) study phs000356.	Nathan Stitziel	NHGRI	Tara Matise, Steve Buyske	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	N/A	PAGE	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Case/Control	AttributeValue	Latino, Caucasian	United States	FALSE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE																																																																																		
PAGE	AnVIL_PAGE_BioMe_GRU_WGS	307	AttributeValue	Raw Sequencing data	AttributeValue	Whole Genome	GRU	population	phs000925	BioMe	1	The Institute for Personalized Medicine (IPM) BioMe Biobank is a consented, EMR-linked medical care setting biorepository of the Mount Sinai Medical Center (MSMC) drawing from a population of over 70,000 inpatients and 800,000 outpatient visits annually. MSMC serves diverse local communities of upper Manhattan, including Central Harlem (86% African American), East Harlem (88% Hispanic Latino), and Upper East Side (88% Caucasian/white) with broad health disparities. IPM BioMe Biobank populations include 28% African American, 38% Hispanic Latino predominantly of Caribbean origin, 23% Caucasian/White. IPM BioMe Biobank disease burden is reflective of health disparities with broad public health impact. Biobank operations are fully integrated in clinical care processes, including direct recruitment from clinical sites waiting areas and phlebotomy stations by dedicated Biobank recruiters independent of clinical care providers, prior to or following a clinician standard of care visit. Recruitment currently occurs at a broad spectrum of over 30 clinical care sites. dbGaP study ID: phs000925. This study is part of the Population Architecture using Genomics and Epidemiology (PAGE) study (phs000356).	Nathan Stitziel	NHGRI	Tara Matise, Steve Buyske	help@lists.anvilproject.org	AttributeValue	McDonnell Genome Institute at Washington University	N/A	PAGE	GRCh38/hg38	AttributeValue	CRAM, VCF	AttributeValue	Illumina	Prospective Longitudinal Cohort	AttributeValue	Hispanic, Latino, Asian, Native American, Pacific Islander, African-American, Caucasian	United States	FALSE	6	4	AttributeValue	all_broad-users			FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE																																																																																		
