PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33961779","Variants in the degron of AFF3 are associated with intellectual disability, mesomelic dysplasia, horseshoe kidney, and epileptic encephalopathy","Voisin N, Schnur RE, Douzgou S, Hiatt SM, Rustad CF, Brown NJ, Earl DL, Keren B, Levchenko O, Geuer S, Verheyen S, Johnson D, Zarate YA, Hančárová M, Amor DJ, Bebin EM, Blatterer J, Brusco A, Cappuccio G, Charrow J, Chatron N, Cooper GM, Courtin T, Dadali E, Delafontaine J, Del Giudice E, Doco M, Douglas G, Eisenkölbl A, Funari T, Giannuzzi G, Gruber-Sedlmayr U, Guex N, Heron D, Holla ØL, Hurst ACE, Juusola J, Kronn D, Lavrov A, Lee C, Lorrain S, Merckoll E, Mikhaleva A, Norman J, Pradervand S, Prchalová D, Rhodes L, Sanders VR, Sedláček Z, Seebacher HA, Sellars EA, Sirchia F, Takenouchi T, Tanaka AJ, Taska-Tench H, Tønne E, Tveten K, Vitiello G, Vlčková M, Uehara T, Nava C, Yalcin B, Kosaki K, Donnai D, Mundlos S, Brunetti-Pierri N, Chung WK, Reymond A.","Am J Hum Genet. 2021 May 6;108(5):857-873. doi: 10.1016/j.ajhg.2021.04.001.","Voisin N","Am J Hum Genet","2021","2021/05/07","PMC8206167","","10.1016/j.ajhg.2021.04.001"
"33958748","Laboratory business models and practices: implications for availability and access to germline genetic testing","Scheuner MT, Douglas MP, Sales P, Ackerman SL, Phillips KA.","Genet Med. 2021 Sep;23(9):1681-1688. doi: 10.1038/s41436-021-01184-z. Epub 2021 May 6.","Scheuner MT","Genet Med","2021","2021/05/07","PMC8460432","NIHMS1708811","10.1038/s41436-021-01184-z"
"33942433","New cases that expand the genotypic and phenotypic spectrum of Congenital NAD Deficiency Disorder","Szot JO, Slavotinek A, Chong K, Brandau O, Nezarati M, Cueto-González AM, Patel MS, Devine WP, Rego S, Acyinena AP, Shannon P, Myles-Reid D, Blaser S, Mieghem TV, Yavuz-Kienle H, Skladny H, Miller K, Riera MDT, Martínez SA, Tizzano EF, Dupuis L, James Stavropoulos D, McNiven V, Mendoza-Londono R, Elliott AM; CAUSES Study; Phillips RS, Chapman G, Dunwoodie SL.","Hum Mutat. 2021 Jul;42(7):862-876. doi: 10.1002/humu.24211. Epub 2021 May 16.","Szot JO","Hum Mutat","2021","2021/05/04","PMC8238843","NIHMS1701730","10.1002/humu.24211"
"33937879","Long-read genome sequencing for the molecular diagnosis of neurodevelopmental disorders","Hiatt SM, Lawlor JMJ, Handley LH, Ramaker RC, Rogers BB, Partridge EC, Boston LB, Williams M, Plott CB, Jenkins J, Gray DE, Holt JM, Bowling KM, Bebin EM, Grimwood J, Schmutz J, Cooper GM.","HGG Adv. 2021 Apr 8;2(2):100023. doi: 10.1016/j.xhgg.2021.100023. Epub 2021 Jan 16.","Hiatt SM","HGG Adv","2021","2021/05/03","PMC8087252","NIHMS1691696","10.1016/j.xhgg.2021.100023"
"33909992","Heterozygous ANKRD17 loss-of-function variants cause a syndrome with intellectual disability, speech delay, and dysmorphism","Chopra M, McEntagart M, Clayton-Smith J, Platzer K, Shukla A, Girisha KM, Kaur A, Kaur P, Pfundt R, Veenstra-Knol H, Mancini GMS, Cappuccio G, Brunetti-Pierri N, Kortüm F, Hempel M, Denecke J, Lehman A; CAUSES Study; Kleefstra T, Stuurman KE, Wilke M, Thompson ML, Bebin EM, Bijlsma EK, Hoffer MJV, Peeters-Scholte C, Slavotinek A, Weiss WA, Yip T, Hodoglugil U, Whittle A, diMonda J, Neira J, Yang S, Kirby A, Pinz H, Lechner R, Sleutels F, Helbig I, McKeown S, Helbig K, Willaert R, Juusola J, Semotok J, Hadonou M, Short J; Genomics England Research Consortium; Yachelevich N, Lala S, Fernández-Jaen A, Pelayo JP, Klöckner C, Kamphausen SB, Abou Jamra R, Arelin M, Innes AM, Niskakoski A, Amin S, Williams M, Evans J, Smithson S, Smedley D, de Burca A, Kini U, Delatycki MB, Gallacher L, Yeung A, Pais L, Field M, Martin E, Charles P, Courtin T, Keren B, Iascone M, Cereda A, Poke G, Abadie V, Chalouhi C, Parthasarathy P, Halliday BJ, Robertson SP, Lyonnet S, Amiel J, Gordon CT.","Am J Hum Genet. 2021 Jun 3;108(6):1138-1150. doi: 10.1016/j.ajhg.2021.04.007. Epub 2021 Apr 27.","Chopra M","Am J Hum Genet","2021","2021/04/28","PMC8206162","","10.1016/j.ajhg.2021.04.007"
"33887195","Engagement and return of results preferences among a primarily African American genomic sequencing research cohort","Lewis KL, Turbitt E, Chan PA, Epps S, Biesecker BB, Erby LAH, Fasaye GA, Biesecker LG.","Am J Hum Genet. 2021 May 6;108(5):894-902. doi: 10.1016/j.ajhg.2021.04.002. Epub 2021 Apr 21.","Lewis KL","Am J Hum Genet","2021","2021/04/22","PMC8206196","","10.1016/j.ajhg.2021.04.002"
"33884375","""Is that something that should concern me?"": a qualitative exploration of parent understanding of their child's genomic test results","Watnick D, Odgis JA, Suckiel SA, Gallagher KM, Teitelman N, Donohue KE, Gelb BD, Kenny EE, Wasserstein MP, Horowitz CR, Dolan SM, Bauman LJ.","HGG Adv. 2021 Apr 8;2(2):100027. doi: 10.1016/j.xhgg.2021.100027. Epub 2021 Feb 3.","Watnick D","HGG Adv","2021","2021/04/22","PMC8057699","NIHMS1691701","10.1016/j.xhgg.2021.100027"
"33876469","Preferences for and acceptability of receiving pharmacogenomic results by mail: A focus group study with a primarily African-American cohort","Chan PA, Lewis KL, Biesecker BB, Erby LH, Fasaye GA, Epps S, Biesecker LG, Turbitt E.","J Genet Couns. 2021 Dec;30(6):1582-1590. doi: 10.1002/jgc4.1424. Epub 2021 Apr 19.","Chan PA","J Genet Couns","2021","2021/04/20","PMC9026736","NIHMS1793433","10.1002/jgc4.1424"
"33847422","Fetal hydrops and the Incremental yield of Next-generation sequencing over standard prenatal Diagnostic testing (FIND) study: prospective cohort study and meta-analysis","Mone F, Eberhardt RY, Hurles ME, Mcmullan DJ, Maher ER, Lord J, Chitty LS, Dempsey E, Homfray T, Giordano JL, Wapner RJ, Sun L, Sparks TN, Norton ME, Kilby MD.","Ultrasound Obstet Gynecol. 2021 Oct;58(4):509-518. doi: 10.1002/uog.23652.","Mone F","Ultrasound Obstet Gynecol","2021","2021/04/13","PMC8487902","NIHMS1695948","10.1002/uog.23652"
"33843487","The Therapeutic Odyssey: Positioning Genomic Sequencing in the Search for a Child's Best Possible Life","Childerhose JE, Rich C, East KM, Kelley WV, Simmons S, Finnila CR, Bowling K, Amaral M, Hiatt SM, Thompson M, Gray DE, Lawlor JMJ, Myers RM, Barsh GS, Lose EJ, Bebin ME, Cooper GM, Brothers KB.","AJOB Empir Bioeth. 2021 Jul-Sep;12(3):179-189. doi: 10.1080/23294515.2021.1907475. Epub 2021 Apr 12.","Childerhose JE","AJOB Empir Bioeth","2021","2021/04/12","PMC9922533","NIHMS1865205","10.1080/23294515.2021.1907475"
"33818754","Pitfalls and challenges in genetic test interpretation: An exploration of genetic professionals experience with interpretation of results","Donohue KE, Gooch C, Katz A, Wakelee J, Slavotinek A, Korf BR.","Clin Genet. 2021 May;99(5):638-649. doi: 10.1111/cge.13917.","Donohue KE","Clin Genet","2021","2021/04/05","PMC8489659","NIHMS1735295","10.1111/cge.13917"
"33805616","Genomic Sequencing Results Disclosure in Diverse and Medically Underserved Populations: Themes, Challenges, and Strategies from the CSER Consortium","Suckiel SA, O'Daniel JM, Donohue KE, Gallagher KM, Gilmore MJ, Hendon LG, Joseph G, Lianoglou BR, Mathews JM, Norton ME, Odgis JA, Poss AF, Rego S, Scollon S, Yip T, Amendola LM.","J Pers Med. 2021 Mar 13;11(3):202. doi: 10.3390/jpm11030202.","Suckiel SA","J Pers Med","2021","2021/04/03","PMC7998798","","10.3390/jpm11030202"
"33790423","DNA-based screening and personal health: a points to consider statement for individuals and health-care providers from the American College of Medical Genetics and Genomics (ACMG)","Bean LJH, Scheuner MT, Murray MF, Biesecker LG, Green RC, Monaghan KG, Palomaki GE, Sharp RR, Trotter TL, Watson MS, Powell CM; ACMG Board of Directors.","Genet Med. 2021 Jun;23(6):979-988. doi: 10.1038/s41436-020-01083-9. Epub 2021 Mar 31.","Bean LJH","Genet Med","2021","2021/04/01","","","10.1038/s41436-020-01083-9"
"33783954","Expanding the genotypic and phenotypic spectrum in a diverse cohort of 104 individuals with Wiedemann-Steiner syndrome","Sheppard SE, Campbell IM, Harr MH, Gold N, Li D, Bjornsson HT, Cohen JS, Fahrner JA, Fatemi A, Harris JR, Nowak C, Stevens CA, Grand K, Au M, Graham JM Jr, Sanchez-Lara PA, Campo MD, Jones MC, Abdul-Rahman O, Alkuraya FS, Bassetti JA, Bergstrom K, Bhoj E, Dugan S, Kaplan JD, Derar N, Gripp KW, Hauser N, Innes AM, Keena B, Kodra N, Miller R, Nelson B, Nowaczyk MJ, Rahbeeni Z, Ben-Shachar S, Shieh JT, Slavotinek A, Sobering AK, Abbott MA, Allain DC, Amlie-Wolf L, Au PYB, Bedoukian E, Beek G, Barry J, Berg J, Bernstein JA, Cytrynbaum C, Chung BH, Donoghue S, Dorrani N, Eaton A, Flores-Daboub JA, Dubbs H, Felix CA, Fong CT, Fung JLF, Gangaram B, Goldstein A, Greenberg R, Ha TK, Hersh J, Izumi K, Kallish S, Kravets E, Kwok PY, Jobling RK, Knight Johnson AE, Kushner J, Lee BH, Levin B, Lindstrom K, Manickam K, Mardach R, McCormick E, McLeod DR, Mentch FD, Minks K, Muraresku C, Nelson SF, Porazzi P, Pichurin PN, Powell-Hamilton NN, Powis Z, Ritter A, Rogers C, Rohena L, Ronspies C, Schroeder A, Stark Z, Starr L, Stoler J, Suwannarat P, Velinov M, Weksberg R, Wilnai Y, Zadeh N, Zand DJ, Falk MJ, et al.","Am J Med Genet A. 2021 Jun;185(6):1649-1665. doi: 10.1002/ajmg.a.62124. Epub 2021 Mar 30.","Sheppard SE","Am J Med Genet A","2021","2021/03/30","PMC8631250","NIHMS1753305","10.1002/ajmg.a.62124"
"33767344","Variant curation expert panel recommendations for RYR1 pathogenicity classifications in malignant hyperthermia susceptibility","Johnston JJ, Dirksen RT, Girard T, Gonsalves SG, Hopkins PM, Riazi S, Saddic LA, Sambuughin N, Saxena R, Stowell K, Weber J, Rosenberg H, Biesecker LG.","Genet Med. 2021 Jul;23(7):1288-1295. doi: 10.1038/s41436-021-01125-w. Epub 2021 Mar 25.","Johnston JJ","Genet Med","2021","2021/03/26","PMC8263483","NIHMS1689967","10.1038/s41436-021-01125-w"
"33754278","Adaptation and early implementation of the PREdiction model for gene mutations (PREMM(5)™) for lynch syndrome risk assessment in a diverse population","Mittendorf KF, Ukaegbu C, Gilmore MJ, Lindberg NM, Kauffman TL, Eubanks DJ, Shuster E, Allen J, McMullen C, Feigelson HS, Anderson KP, Leo MC, Hunter JE, Sasaki SO, Zepp JM, Syngal S, Wilfond BS, Goddard KAB.","Fam Cancer. 2022 Apr;21(2):167-180. doi: 10.1007/s10689-021-00243-3. Epub 2021 Mar 23.","Mittendorf KF","Fam Cancer","2022","2021/03/23","PMC8458476","NIHMS1708940","10.1007/s10689-021-00243-3"
"33748949","Third case of Bardet-Biedl syndrome caused by a biallelic variant predicted to affect splicing of IFT74","Mardy AH, Hodoglugil U, Yip T, Slavotinek AM.","Clin Genet. 2021 Jul;100(1):93-99. doi: 10.1111/cge.13962. Epub 2021 Mar 27.","Mardy AH","Clin Genet","2021","2021/03/22","","","10.1111/cge.13962"
"33722076","Scaling Genetic Counseling in the Genomics Era","Amendola LM, Golden-Grant K, Scollon S.","Annu Rev Genomics Hum Genet. 2021 Aug 31;22:339-355. doi: 10.1146/annurev-genom-110320-121752. Epub 2021 Mar 15.","Amendola LM","Annu Rev Genomics Hum Genet","2021","2021/03/16","","","10.1146/annurev-genom-110320-121752"
"33640235","Hope versus reality: Parent expectations of genomic testing","Donohue KE, Dolan SM, Watnick D, Gallagher KM, Odgis JA, Suckiel SA, Teitelman N, Gelb BD, Kenny EE, Wasserstein MP, Horowitz CR, Bauman LJ.","Patient Educ Couns. 2021 Aug;104(8):2073-2079. doi: 10.1016/j.pec.2021.01.030. Epub 2021 Jan 29.","Donohue KE","Patient Educ Couns","2021","2021/02/28","PMC8679507","NIHMS1677931","10.1016/j.pec.2021.01.030"
"33574068","Availability and funding of clinical genomic sequencing globally","Phillips KA, Douglas MP, Wordsworth S, Buchanan J, Marshall DA.","BMJ Glob Health. 2021 Feb;6(2):e004415. doi: 10.1136/bmjgh-2020-004415.","Phillips KA","BMJ Glob Health","2021","2021/02/12","PMC7880109","","10.1136/bmjgh-2020-004415"
"33554391","Adaptation of the working alliance inventory for the assessment of the therapeutic alliance in genetic counseling","Erby LH, Wisniewski T, Lewis KL, Hernandez C, Biesecker LG, Biesecker BB.","J Genet Couns. 2021 Feb;30(1):11-21. doi: 10.1002/jgc4.1378. Epub 2021 Feb 7.","Erby LH","J Genet Couns","2021","2021/02/08","PMC10150706","NIHMS1890732","10.1002/jgc4.1378"
"33549385","Development and early implementation of an Accessible, Relational, Inclusive and Actionable approach to genetic counseling: The ARIA model","Riddle L, Amendola LM, Gilmore MJ, Guerra C, Biesecker B, Kauffman TL, Anderson K, Rope AF, Leo MC, Caruncho M, Jarvik GP, Wilfond B, Goddard KAB, Joseph G.","Patient Educ Couns. 2021 May;104(5):969-978. doi: 10.1016/j.pec.2020.12.017. Epub 2020 Dec 23.","Riddle L","Patient Educ Couns","2021","2021/02/07","PMC8881934","NIHMS1657506","10.1016/j.pec.2020.12.017"
"33542123","Complicated legacies: The human genome at 20","Jones KM, Cook-Deegan R, Rotimi CN, Callier SL, Bentley AR, Stevens H, Phillips KA, Jansen JP, Weyant CF, Roberts DE, Zielinski D, Erlich Y, Garrison NA, Carroll SR, Ossorio PN, Moreau Y, Wang M.","Science. 2021 Feb 5;371(6529):564-569. doi: 10.1126/science.abg5266. Epub 2021 Feb 4.","Jones KM","Science","2021","2021/02/05","PMC8011351","NIHMS1684252","10.1126/science.abg5266"
"33531665","GUÍA: a digital platform to facilitate result disclosure in genetic counseling","Suckiel SA, Odgis JA, Gallagher KM, Rodriguez JE, Watnick D, Bertier G, Sebastin M, Yelton N, Maria E, Lopez J, Ramos M, Kelly N, Teitelman N, Beren F, Kaszemacher T, Davis K, Laguerre I, Richardson LD, Diaz GA, Pearson NM, Ellis SB, Stolte C, Robinson M, Kovatch P, Horowitz CR, Gelb BD, Greally JM, Bauman LJ, Zinberg RE, Abul-Husn NS, Wasserstein MP, Kenny EE.","Genet Med. 2021 May;23(5):942-949. doi: 10.1038/s41436-020-01063-z. Epub 2021 Feb 2.","Suckiel SA","Genet Med","2021","2021/02/03","PMC8105171","","10.1038/s41436-020-01063-z"
"33446240","The NYCKidSeq project: study protocol for a randomized controlled trial incorporating genomics into the clinical care of diverse New York City children","Odgis JA, Gallagher KM, Suckiel SA, Donohue KE, Ramos MA, Kelly NR, Bertier G, Blackburn C, Brown K, Fielding L, Lopez J, Aguiniga KL, Maria E, Rodriguez JE, Sebastin M, Teitelman N, Watnick D, Yelton NM, Abhyankar A, Abul-Husn NS, Baum A, Bauman LJ, Beal JC, Bloom T, Cunningham-Rundles C, Diaz GA, Dolan S, Ferket BS, Jobanputra V, Kovatch P, McDonald TV, McGoldrick PE, Rhodes R, Rinke ML, Robinson M, Rubinstein A, Shulman LH, Stolte C, Wolf SM, Yozawitz E, Zinberg RE, Greally JM, Gelb BD, Horowitz CR, Wasserstein MP, Kenny EE.","Trials. 2021 Jan 14;22(1):56. doi: 10.1186/s13063-020-04953-4.","Odgis JA","Trials","2021","2021/01/15","PMC7807444","","10.1186/s13063-020-04953-4"
"33420342","Private payer coverage policies for ApoE-e4 genetic testing","Arias JJ, Tyler AM, Douglas MP, Phillips KA.","Genet Med. 2021 Apr;23(4):614-620. doi: 10.1038/s41436-020-01042-4. Epub 2021 Jan 8.","Arias JJ","Genet Med","2021","2021/01/09","PMC8035237","NIHMS1663582","10.1038/s41436-020-01042-4"
"33416699","Discordant Patient and Clinician Perspectives on the Potential Value of Genetic Services in Safety-Net Clinics","McMullen C, Holup J, Davis JV, Foley P, Jacob L, Cottrell E, Bui DP, Wilfond B, Goddard KA.","J Health Care Poor Underserved. 2020;31(3):1347-1363. doi: 10.1353/hpu.2020.0099.","McMullen C","J Health Care Poor Underserved","2020","2021/01/08","","","10.1353/hpu.2020.0099"
"33411788","Aberrant regulation of a poison exon caused by a non-coding variant in a mouse model of Scn1a-associated epileptic encephalopathy","Voskobiynyk Y, Battu G, Felker SA, Cochran JN, Newton MP, Lambert LJ, Kesterson RA, Myers RM, Cooper GM, Roberson ED, Barsh GS.","PLoS Genet. 2021 Jan 7;17(1):e1009195. doi: 10.1371/journal.pgen.1009195. eCollection 2021 Jan.","Voskobiynyk Y","PLoS Genet","2021","2021/01/07","PMC7790302","","10.1371/journal.pgen.1009195"
"33299146","De novo variants in SNAP25 cause an early-onset developmental and epileptic encephalopathy","Klöckner C, Sticht H, Zacher P, Popp B, Babcock HE, Bakker DP, Barwick K, Bonfert MV, Bönnemann CG, Brilstra EH; Care4Rare Canada Consortium; Chung WK, Clarke AJ, Devine P, Donkervoort S, Fraser JL, Friedman J, Gates A, Ghoumid J, Hobson E, Horvath G, Keller-Ramey J, Keren B, Kurian MA, Lee V, Leppig KA, Lundgren J, McDonald MT, McLaughlin HM, McTague A, Mefford HC, Mignot C, Mikati MA, Nava C, Raymond FL, Sampson JR, Sanchis-Juan A, Shashi V, Shieh JTC, Shinawi M, Slavotinek A, Stödberg T, Stong N, Sullivan JA, Taylor AC, Toler TL, van den Boogaard MJ, van der Crabben SN, van Gassen KLI, van Jaarsveld RH, Van Ziffle J, Wadley AF, Wagner M, Wigby K, Wortmann SB, Zarate YA, Møller RS, Lemke JR, Platzer K.","Genet Med. 2021 Apr;23(4):653-660. doi: 10.1038/s41436-020-01020-w. Epub 2020 Dec 10.","Klöckner C","Genet Med","2021","2020/12/10","","","10.1038/s41436-020-01020-w"
"33278053","A review and definition of 'usual care' in genetic counseling trials to standardize use in research","Biesecker BB, Lillie SE, Amendola LM, Donohue KE, East KM, Foreman AKM, Gilmore MJ, Greve V, Liangolou B, O'Daniel JM, Odgis JA, Rego S, Rolf B, Scollon S, Suckiel SA, Zepp J, Joseph G.","J Genet Couns. 2021 Feb;30(1):42-50. doi: 10.1002/jgc4.1363. Epub 2020 Dec 5.","Biesecker BB","J Genet Couns","2021","2020/12/05","PMC7882019","NIHMS1642580","10.1002/jgc4.1363"
"33191058","A decision aid for additional findings in genomic sequencing: Development and pilot testing","Freed AS, Gruß I, McMullen CK, Leo MC, Kauffman TL, Porter KM, Muessig KR, Eubanks D, Goddard KAB, Wilfond BS, Liles EG.","Patient Educ Couns. 2021 May;104(5):960-968. doi: 10.1016/j.pec.2020.10.038. Epub 2020 Nov 6.","Freed AS","Patient Educ Couns","2021","2020/11/16","PMC8099937","NIHMS1644592","10.1016/j.pec.2020.10.038"
"33108757","Variant Classification Concordance using the ACMG-AMP Variant Interpretation Guidelines across Nine Genomic Implementation Research Studies","Amendola LM, Muenzen K, Biesecker LG, Bowling KM, Cooper GM, Dorschner MO, Driscoll C, Foreman AKM, Golden-Grant K, Greally JM, Hindorff L, Kanavy D, Jobanputra V, Johnston JJ, Kenny EE, McNulty S, Murali P, Ou J, Powell BC, Rehm HL, Rolf B, Roman TS, Van Ziffle J, Guha S, Abhyankar A, Crosslin D, Venner E, Yuan B, Zouk H; CSER Sequencing and Diagnostic Yield working group; Jarvik GP.","Am J Hum Genet. 2020 Nov 5;107(5):932-941. doi: 10.1016/j.ajhg.2020.09.011. Epub 2020 Oct 26.","Amendola LM","Am J Hum Genet","2020","2020/10/27","PMC7675005","","10.1016/j.ajhg.2020.09.011"
"33104159","Expanding Use of Clinical Genome Sequencing and the Need for More Data on Implementation","Phillips KA, Douglas MP, Marshall DA.","JAMA. 2020 Nov 24;324(20):2029-2030. doi: 10.1001/jama.2020.19933.","Phillips KA","JAMA","2020","2020/10/26","PMC7686292","NIHMS1641600","10.1001/jama.2020.19933"
"33027564","Exome Sequencing for Prenatal Diagnosis in Nonimmune Hydrops Fetalis","Sparks TN, Lianoglou BR, Adami RR, Pluym ID, Holliman K, Duffy J, Downum SL, Patel S, Faubel A, Boe NM, Field NT, Murphy A, Laurent LC, Jolley J, Uy C, Slavotinek AM, Devine P, Hodoglugil U, Van Ziffle J, Sanders SJ, MacKenzie TC, Norton ME; University of California Fetal–Maternal Consortium; University of California, San Francisco Center for Maternal–Fetal Precision Medicine.","N Engl J Med. 2020 Oct 29;383(18):1746-1756. doi: 10.1056/NEJMoa2023643. Epub 2020 Oct 7.","Sparks TN","N Engl J Med","2020","2020/10/07","PMC7650529","NIHMS1642444","10.1056/NEJMoa2023643"
